,order_id,order_datetime,customer_id,country,order_revenue,item_count,unique_products,order_number
7205,508623,2010-05-17 13:49:00,14134.0,United Kingdom,107.10000000000001,18,2,8
8251,511480,2010-06-08 13:43:00,14134.0,United Kingdom,701.88,308,11,9
9420,514346,2010-07-01 15:29:00,14134.0,United Kingdom,513.18,298,8,10
13233,523768,2010-09-24 10:29:00,14134.0,United Kingdom,2573.64,1676,46,11
15666,529512,2010-10-28 14:50:00,14134.0,United Kingdom,520.95,143,4,12
15667,529513,2010-10-28 14:51:00,14134.0,United Kingdom,364.4,181,8,13
17577,534222,2010-11-22 08:09:00,14134.0,United Kingdom,842.0,328,8,14
17612,534375,2010-11-22 12:26:00,14134.0,United Kingdom,663.8,178,8,15
100,489671,2009-12-02 08:58:00,14135.0,United Kingdom,740.3,966,8,1
715,491049,2009-12-09 10:41:00,14135.0,United Kingdom,748.9,678,15,2
3842,500120,2010-03-04 13:53:00,14135.0,United Kingdom,453.08,777,14,3
8313,511643,2010-06-09 13:37:00,14135.0,United Kingdom,548.28,1110,18,4
9402,514322,2010-07-01 14:11:00,14135.0,United Kingdom,379.2,240,5,5
12361,521781,2010-09-08 12:42:00,14135.0,United Kingdom,198.7,537,8,6
13821,525048,2010-10-03 13:33:00,14135.0,United Kingdom,114.55000000000001,27,7,7
14441,526487,2010-10-12 08:26:00,14135.0,United Kingdom,817.3,310,4,8
18122,535584,2010-11-26 15:49:00,14135.0,United Kingdom,149.05,39,6,9
18581,536620,2010-12-02 10:27:00,14135.0,United Kingdom,485.25,741,23,10
18965,537598,2010-12-07 12:37:00,14135.0,United Kingdom,319.0,80,14,11
611,490754,2009-12-08 09:19:00,14136.0,United Kingdom,302.78000000000003,138,20,1
1871,494516,2010-01-15 10:29:00,14136.0,United Kingdom,306.40000000000003,186,21,2
3904,500247,2010-03-05 12:42:00,14136.0,United Kingdom,300.05,141,20,3
7940,510681,2010-06-03 09:06:00,14136.0,United Kingdom,301.74,398,20,4
16106,530742,2010-11-04 11:53:00,14136.0,United Kingdom,359.84000000000003,285,25,5
1793,494336,2010-01-13 12:30:00,14137.0,United Kingdom,332.7,462,11,1
8596,512319,2010-06-15 09:17:00,14139.0,United Kingdom,344.32,280,24,1
9396,514314,2010-07-01 13:33:00,14139.0,United Kingdom,146.57999999999998,135,8,2
10999,518344,2010-08-06 14:00:00,14139.0,United Kingdom,180.07999999999998,124,11,3
3786,499977,2010-03-03 15:13:00,14142.0,United Kingdom,359.53000000000003,205,22,1
18552,536587,2010-12-01 16:33:00,14142.0,United Kingdom,311.81,313,22,2
11133,518670,2010-08-10 15:17:00,14144.0,United Kingdom,30.599999999999998,12,1,1
5347,503852,2010-04-08 09:47:00,14145.0,United Kingdom,1383.6,328,5,1
8846,512938,2010-06-20 13:28:00,14145.0,United Kingdom,1286.25,331,6,2
12244,521400,2010-09-06 09:53:00,14145.0,United Kingdom,1188.0,240,3,3
1807,494364,2010-01-13 16:04:00,14146.0,United Kingdom,748.91,540,45,1
2633,496631,2010-02-03 10:39:00,14146.0,United Kingdom,385.2,171,24,2
4326,501422,2010-03-16 11:53:00,14146.0,United Kingdom,152.54999999999998,69,7,3
4327,501423,2010-03-16 11:54:00,14146.0,United Kingdom,146.95,91,8,4
12958,523161,2010-09-20 15:24:00,14146.0,United Kingdom,1559.33,1028,77,5
12959,523162,2010-09-20 15:27:00,14146.0,United Kingdom,120.05,51,6,6
17564,534209,2010-11-21 15:55:00,14146.0,United Kingdom,2146.31,1393,79,7
4084,500703,2010-03-09 13:43:00,14147.0,United Kingdom,248.2,171,6,1
6852,507463,2010-05-10 10:53:00,14147.0,United Kingdom,757.2,232,4,2
7236,508743,2010-05-18 11:32:00,14147.0,United Kingdom,367.2,144,1,3
13436,524187,2010-09-28 09:13:00,14147.0,United Kingdom,344.7,186,3,4
13437,524188,2010-09-28 09:13:00,14147.0,United Kingdom,105.0,60,4,5
17068,533076,2010-11-16 08:10:00,14147.0,United Kingdom,141.6,64,3,6
17069,533077,2010-11-16 08:11:00,14147.0,United Kingdom,142.9,30,4,7
15213,528342,2010-10-21 14:08:00,14148.0,United Kingdom,309.09000000000003,207,14,1
1502,493371,2009-12-23 10:54:00,14151.0,United Kingdom,352.05,176,23,1
2699,496917,2010-02-04 15:35:00,14151.0,United Kingdom,327.4,229,21,2
3231,498366,2010-02-18 13:57:00,14152.0,United Kingdom,301.31,325,21,1
10790,517815,2010-08-02 11:46:00,14152.0,United Kingdom,331.1,290,18,2
12984,523203,2010-09-21 09:50:00,14152.0,United Kingdom,388.68,268,22,3
17252,533506,2010-11-17 14:20:00,14152.0,United Kingdom,336.36,246,22,4
17253,533507,2010-11-17 14:20:00,14152.0,United Kingdom,18.6,4,1,5
11280,519176,2010-08-13 14:35:00,14153.0,United Kingdom,233.4,312,17,1
1795,494339,2010-01-13 12:47:00,14154.0,United Kingdom,530.34,432,38,1
9432,514362,2010-07-01 17:54:00,14154.0,United Kingdom,1305.32,714,68,2
9651,514874,2010-07-07 10:26:00,14154.0,United Kingdom,175.2,16,1,3
14528,526712,2010-10-12 16:38:00,14154.0,United Kingdom,1396.34,949,89,4
17783,534719,2010-11-23 17:51:00,14154.0,United Kingdom,1519.28,574,33,5
17784,534720,2010-11-23 17:53:00,14154.0,United Kingdom,188.6,72,11,6
40,489546,2009-12-01 12:30:00,14156.0,EIRE,584.5,212,33,1
42,489550,2009-12-01 12:33:00,14156.0,EIRE,482.3,232,23,2
320,490127,2009-12-03 18:13:00,14156.0,EIRE,569.1800000000001,203,33,3
1133,492092,2009-12-15 14:03:00,14156.0,EIRE,698.2,321,42,4
1191,492251,2009-12-16 10:51:00,14156.0,EIRE,825.32,408,49,5
1390,492753,2009-12-18 13:48:00,14156.0,EIRE,779.04,388,34,6
1464,492943,2009-12-21 13:04:00,14156.0,EIRE,7112.68,4512,35,7
1604,493819,2010-01-07 12:34:00,14156.0,EIRE,44051.6,25018,94,8
1731,494120,2010-01-11 12:48:00,14156.0,EIRE,1642.5,150,1,9
1800,494348,2010-01-13 14:25:00,14156.0,EIRE,546.95,1,1,10
2008,494893,2010-01-19 13:31:00,14156.0,EIRE,940.74,348,49,11
2034,494971,2010-01-20 11:05:00,14156.0,EIRE,221.32,172,3,12
2112,495232,2010-01-22 09:19:00,14156.0,EIRE,1193.89,597,71,13
2114,495235,2010-01-22 09:40:00,14156.0,EIRE,1193.89,1,1,14
2136,495304,2010-01-22 13:52:00,14156.0,EIRE,701.55,394,39,15
2301,495750,2010-01-26 16:27:00,14156.0,EIRE,132.79,1,1,16
2307,495760,2010-01-26 16:31:00,14156.0,EIRE,64.13,1,1,17
2313,495777,2010-01-26 17:05:00,14156.0,EIRE,179.45,1,1,18
2315,495782,2010-01-26 17:10:00,14156.0,EIRE,139.71,1,1,19
2317,495784,2010-01-26 17:11:00,14156.0,EIRE,11.31,1,1,20
2318,495788,2010-01-26 17:16:00,14156.0,EIRE,11.9,1,1,21
2784,497217,2010-02-07 14:27:00,14156.0,EIRE,7497.64,5116,34,22
3030,497906,2010-02-14 13:26:00,14156.0,EIRE,881.86,918,22,23
3157,498145,2010-02-17 10:04:00,14156.0,EIRE,543.1,248,35,24
3371,498759,2010-02-22 16:58:00,14156.0,EIRE,881.52,340,11,25
3743,499878,2010-03-03 09:59:00,14156.0,EIRE,7720.6,4940,36,26
3794,499991,2010-03-03 16:37:00,14156.0,EIRE,171.15,65,6,27
3800,499998,2010-03-04 09:32:00,14156.0,EIRE,381.54,241,27,28
3884,500175,2010-03-05 10:20:00,14156.0,EIRE,750.28,2594,16,29
3905,500249,2010-03-05 12:44:00,14156.0,EIRE,27.36,72,1,30
4138,500868,2010-03-10 13:08:00,14156.0,EIRE,551.95,223,35,31
4700,502280,2010-03-23 16:45:00,14156.0,EIRE,289.45,100,16,32
4807,502598,2010-03-25 13:15:00,14156.0,EIRE,766.52,439,47,33
5294,503783,2010-04-07 12:07:00,14156.0,EIRE,1015.48,204,15,34
5572,504436,2010-04-13 13:33:00,14156.0,EIRE,9325.28,6216,39,35
5574,504438,2010-04-13 13:40:00,14156.0,EIRE,150.0,120,2,36
5826,505015,2010-04-19 13:30:00,14156.0,EIRE,572.9,313,28,37
5883,505168,2010-04-20 12:48:00,14156.0,EIRE,588.98,375,36,38
6021,505509,2010-04-22 14:31:00,14156.0,EIRE,1085.0,485,40,39
6035,505525,2010-04-22 17:01:00,14156.0,EIRE,887.4,856,6,40
6114,505707,2010-04-25 12:11:00,14156.0,EIRE,1002.95,309,40,41
6512,506707,2010-05-02 14:49:00,14156.0,EIRE,1098.27,631,42,42
6702,507210,2010-05-06 17:22:00,14156.0,EIRE,2593.62,1478,143,43
7038,508098,2010-05-13 09:33:00,14156.0,EIRE,1466.38,974,24,44
7200,508615,2010-05-17 13:22:00,14156.0,EIRE,966.57,550,56,45
7348,509039,2010-05-20 09:55:00,14156.0,EIRE,389.1,119,21,46
7411,509198,2010-05-21 08:21:00,14156.0,EIRE,1109.75,275,24,47
7973,510775,2010-06-03 14:44:00,14156.0,EIRE,1130.3999999999999,328,30,48
8619,512411,2010-06-15 13:19:00,14156.0,EIRE,7896.14,6102,46,49
8833,512924,2010-06-20 10:47:00,14156.0,EIRE,935.4,640,5,50
9220,513810,2010-06-29 09:32:00,14156.0,EIRE,142.8,50,7,51
9291,514004,2010-06-30 09:37:00,14156.0,EIRE,620.65,242,33,52
9661,514962,2010-07-07 12:08:00,14156.0,EIRE,1554.45,1006,53,53
9764,515187,2010-07-09 09:46:00,14156.0,EIRE,17995.88,7172,25,54
9886,515588,2010-07-13 13:11:00,14156.0,EIRE,846.77,476,50,55
9997,515909,2010-07-15 13:16:00,14156.0,EIRE,794.22,330,9,56
10040,515971,2010-07-16 07:53:00,14156.0,EIRE,894.96,264,1,57
10085,516119,2010-07-16 14:41:00,14156.0,EIRE,662.39,493,42,58
10405,516911,2010-07-25 11:05:00,14156.0,EIRE,5.8,4,1,59
11009,518361,2010-08-06 16:32:00,14156.0,EIRE,8.5,1,1,60
11032,518395,2010-08-08 12:41:00,14156.0,EIRE,751.6,492,21,61
11211,518896,2010-08-12 13:38:00,14156.0,EIRE,806.4,408,21,62
11426,519514,2010-08-18 09:19:00,14156.0,EIRE,12513.68,8286,52,63
11528,519713,2010-08-19 15:36:00,14156.0,EIRE,867.0,900,2,64
11552,519741,2010-08-20 10:44:00,14156.0,EIRE,331.62,157,18,65
11671,519946,2010-08-23 10:38:00,14156.0,EIRE,570.92,482,35,66
11672,519947,2010-08-23 10:41:00,14156.0,EIRE,148.27,139,11,67
11673,519948,2010-08-23 10:43:00,14156.0,EIRE,42.4,8,2,68
12288,521549,2010-09-06 15:55:00,14156.0,EIRE,559.3,129,20,69
12514,522088,2010-09-12 12:31:00,14156.0,EIRE,563.9,730,5,70
12562,522139,2010-09-13 10:30:00,14156.0,EIRE,1398.0,40,1,71
12687,522513,2010-09-15 11:35:00,14156.0,EIRE,5099.44,3968,26,72
12737,522631,2010-09-16 09:07:00,14156.0,EIRE,1014.1800000000001,382,16,73
12919,523059,2010-09-20 12:01:00,14156.0,EIRE,664.82,382,33,74
12920,523062,2010-09-20 12:02:00,14156.0,EIRE,887.8,446,44,75
13011,523308,2010-09-21 13:06:00,14156.0,EIRE,1234.02,768,40,76
13012,523309,2010-09-21 13:08:00,14156.0,EIRE,19.5,10,1,77
13575,524502,2010-09-29 12:32:00,14156.0,EIRE,175.2,16,1,78
13690,524747,2010-09-30 14:46:00,14156.0,EIRE,1194.66,852,75,79
13793,525011,2010-10-03 10:52:00,14156.0,EIRE,2736.16,1674,43,80
14040,525498,2010-10-05 16:47:00,14156.0,EIRE,2545.85,1,1,81
14105,525732,2010-10-06 15:58:00,14156.0,EIRE,708.11,376,37,82
14929,527494,2010-10-18 12:04:00,14156.0,EIRE,992.4499999999999,491,55,83
15020,527910,2010-10-19 12:50:00,14156.0,EIRE,924.8000000000001,308,27,84
15187,528310,2010-10-21 12:14:00,14156.0,EIRE,1155.6,132,9,85
15248,528399,2010-10-22 08:51:00,14156.0,EIRE,430.72,105,21,86
15249,528400,2010-10-22 08:52:00,14156.0,EIRE,60.3,58,4,87
15254,528417,2010-10-22 09:36:00,14156.0,EIRE,740.05,199,26,88
15474,528954,2010-10-26 08:11:00,14156.0,EIRE,2900.57,1077,80,89
15475,528955,2010-10-26 08:14:00,14156.0,EIRE,93.2,20,2,90
15546,529152,2010-10-26 16:22:00,14156.0,EIRE,1170.0,216,3,91
15651,529356,2010-10-28 09:44:00,14156.0,EIRE,2736.16,1,1,92
15652,529357,2010-10-28 09:45:00,14156.0,EIRE,1155.6,1,1,93
16038,530553,2010-11-03 13:29:00,14156.0,EIRE,574.25,16,2,94
16066,530610,2010-11-03 15:38:00,14156.0,EIRE,258.99,116,15,95
16482,531748,2010-11-09 13:03:00,14156.0,EIRE,329.6,9,2,96
17026,532993,2010-11-15 14:26:00,14156.0,EIRE,3751.7,2135,200,97
17100,533120,2010-11-16 12:32:00,14156.0,EIRE,4604.38,2350,24,98
17515,534156,2010-11-21 12:38:00,14156.0,EIRE,322.53000000000003,108,13,99
17789,534726,2010-11-23 18:41:00,14156.0,EIRE,175.2,16,1,100
18060,535391,2010-11-26 10:14:00,14156.0,EIRE,749.6500000000001,283,31,101
18711,536890,2010-12-03 11:48:00,14156.0,EIRE,322.2,1548,3,102
3795,499993,2010-03-03 16:49:00,14157.0,United Kingdom,152.85,59,9,1
14973,527740,2010-10-18 15:48:00,14157.0,United Kingdom,205.25,87,10,2
17038,533006,2010-11-15 15:10:00,14157.0,United Kingdom,211.8,110,19,3
245,490017,2009-12-03 12:31:00,14159.0,United Kingdom,393.65,267,97,1
3339,498636,2010-02-22 11:11:00,14159.0,United Kingdom,273.75,181,53,2
3869,500159,2010-03-04 18:27:00,14159.0,United Kingdom,219.83,108,32,3
4497,501730,2010-03-19 11:05:00,14159.0,United Kingdom,275.35,171,58,4
8156,511270,2010-06-07 13:03:00,14159.0,United Kingdom,782.9,481,89,5
8158,511273,2010-06-07 13:09:00,14159.0,United Kingdom,29.49,49,7,6
9832,515406,2010-07-12 11:59:00,14159.0,United Kingdom,435.61,292,93,7
15629,529329,2010-10-27 14:34:00,14159.0,United Kingdom,475.01,389,95,8
17982,535266,2010-11-25 13:32:00,14159.0,United Kingdom,359.40999999999997,247,129,9
1683,493981,2010-01-10 12:06:00,14160.0,United Kingdom,3654.38,2066,55,1
2100,495198,2010-01-21 15:46:00,14160.0,United Kingdom,373.8,244,3,2
2844,497362,2010-02-09 09:19:00,14160.0,United Kingdom,1701.66,822,14,3
3382,498776,2010-02-23 10:25:00,14160.0,United Kingdom,887.4,516,7,4
3999,500386,2010-03-08 10:58:00,14160.0,United Kingdom,308.4,216,4,5
4668,502236,2010-03-23 12:44:00,14160.0,United Kingdom,312.45,171,11,6
5383,503936,2010-04-08 14:30:00,14160.0,United Kingdom,1183.38,626,13,7
958,491671,2009-12-13 11:46:00,14161.0,United Kingdom,505.13,298,44,1
4249,501144,2010-03-14 12:37:00,14161.0,United Kingdom,451.97,223,47,2
11024,518386,2010-08-08 12:11:00,14161.0,United Kingdom,828.06,404,65,3
13293,523943,2010-09-26 11:13:00,14161.0,United Kingdom,140.05,115,13,4
18805,537160,2010-12-05 13:18:00,14161.0,United Kingdom,283.15,128,26,5
12205,521360,2010-09-03 17:15:00,14163.0,United Kingdom,148.71,57,6,1
4685,502258,2010-03-23 15:10:00,14166.0,United Kingdom,111.95,41,27,1
10353,516776,2010-07-22 19:42:00,14166.0,United Kingdom,144.9,43,23,2
2370,495941,2010-01-27 16:07:00,14167.0,United Kingdom,151.95,39,11,1
4824,502620,2010-03-25 15:00:00,14167.0,United Kingdom,172.35,61,14,2
8128,511137,2010-06-07 11:47:00,14167.0,United Kingdom,198.95,56,24,3
12066,521030,2010-09-01 17:15:00,14167.0,United Kingdom,198.4,44,10,4
7542,509544,2010-05-24 12:28:00,14168.0,United Kingdom,302.95,97,11,1
14737,527147,2010-10-15 10:49:00,14168.0,United Kingdom,67.5,50,4,2
13020,523320,2010-09-21 13:39:00,14169.0,United Kingdom,479.23,170,50,1
13944,525289,2010-10-05 08:45:00,14169.0,United Kingdom,145.2,38,10,2
16495,531768,2010-11-09 14:06:00,14170.0,United Kingdom,161.97,128,69,1
17729,534652,2010-11-23 13:26:00,14170.0,United Kingdom,313.01,145,64,2
18275,535982,2010-11-29 13:10:00,14170.0,United Kingdom,122.35,17,9,3
752,491095,2009-12-09 13:50:00,14171.0,United Kingdom,135.0,44,6,1
3934,500304,2010-03-07 10:58:00,14172.0,United Kingdom,130.3,26,18,1
4179,500979,2010-03-11 13:16:00,14172.0,United Kingdom,11.9,2,1,2
5567,504430,2010-04-13 13:26:00,14172.0,United Kingdom,260.52,60,25,3
736,491074,2009-12-09 12:46:00,14173.0,United Kingdom,23.6,8,1,1
4022,500500,2010-03-08 13:24:00,14173.0,United Kingdom,111.56,36,3,2
4602,501926,2010-03-22 10:43:00,14175.0,United Kingdom,851.96,278,37,1
6577,506900,2010-05-05 09:43:00,14175.0,United Kingdom,920.3100000000001,375,51,2
9691,515009,2010-07-07 16:00:00,14175.0,United Kingdom,629.8,182,30,3
12049,520973,2010-09-01 12:45:00,14175.0,United Kingdom,493.25,171,20,4
14856,527400,2010-10-17 13:59:00,14175.0,United Kingdom,1561.26,488,44,5
17727,534650,2010-11-23 13:21:00,14176.0,United Kingdom,179.56,56,6,1
18958,537523,2010-12-07 11:45:00,14176.0,United Kingdom,159.55,61,9,2
3555,499377,2010-02-26 11:59:00,14177.0,United Kingdom,231.59,86,42,1
3557,499379,2010-02-26 12:04:00,14177.0,United Kingdom,242.14999999999998,123,8,2
6321,506232,2010-04-28 12:31:00,14177.0,United Kingdom,160.96,56,19,3
6322,506233,2010-04-28 12:34:00,14177.0,United Kingdom,41.4,12,2,4
6323,506239,2010-04-28 12:41:00,14177.0,United Kingdom,9.95,1,1,5
6796,507392,2010-05-09 12:44:00,14177.0,United Kingdom,42.5,50,1,6
14160,525858,2010-10-07 13:15:00,14177.0,United Kingdom,126.58,58,22,7
16584,532004,2010-11-10 12:38:00,14177.0,United Kingdom,694.1999999999999,428,45,8
17746,534672,2010-11-23 14:23:00,14177.0,United Kingdom,120.6,29,21,9
8323,511675,2010-06-09 14:56:00,14180.0,United Kingdom,51.8,6,3,1
9281,513984,2010-06-30 08:25:00,14180.0,United Kingdom,74.7,6,3,2
10027,515946,2010-07-15 15:38:00,14180.0,United Kingdom,64.7,12,4,3
12142,521197,2010-09-02 17:28:00,14180.0,United Kingdom,71.95,7,3,4
14001,525433,2010-10-05 13:15:00,14180.0,United Kingdom,134.70000000000002,26,7,5
15160,528162,2010-10-21 09:19:00,14180.0,United Kingdom,482.58000000000004,34,13,6
16354,531418,2010-11-08 10:21:00,14180.0,United Kingdom,252.55,17,9,7
17491,534060,2010-11-21 10:51:00,14180.0,United Kingdom,236.0,20,7,8
18621,536739,2010-12-02 13:08:00,14180.0,United Kingdom,201.75,31,12,9
7658,509929,2010-05-26 12:32:00,14181.0,United Kingdom,216.1,87,47,1
15406,528768,2010-10-25 08:27:00,14181.0,United Kingdom,94.45,35,5,2
6029,505518,2010-04-22 15:36:00,14182.0,United Kingdom,157.3,24,10,1
9212,513799,2010-06-28 16:42:00,14182.0,United Kingdom,119.8,28,7,2
10886,518013,2010-08-04 10:36:00,14182.0,United Kingdom,146.02,62,9,3
13105,523471,2010-09-22 11:45:00,14182.0,United Kingdom,255.65,60,24,4
11342,519255,2010-08-15 15:36:00,14183.0,United Kingdom,139.58,26,14,1
15390,528750,2010-10-24 14:45:00,14183.0,United Kingdom,146.71,35,19,2
3892,500223,2010-03-05 11:17:00,14186.0,United Kingdom,204.34,258,15,1
6195,505855,2010-04-26 12:57:00,14186.0,United Kingdom,456.87,414,31,2
7661,509937,2010-05-26 12:39:00,14186.0,United Kingdom,322.88,242,19,3
9622,514836,2010-07-06 14:38:00,14186.0,United Kingdom,201.4,170,14,4
14262,526121,2010-10-08 13:30:00,14186.0,United Kingdom,365.14,466,25,5
11681,520020,2010-08-23 12:06:00,14187.0,United Kingdom,123.5,50,8,1
17072,533080,2010-11-16 09:28:00,14189.0,United Kingdom,849.0699999999999,455,42,1
18870,537312,2010-12-06 11:42:00,14189.0,United Kingdom,311.24,254,9,2
2955,497678,2010-02-11 14:27:00,14190.0,United Kingdom,79.9,2,1,1
887,491447,2009-12-11 10:48:00,14191.0,United Kingdom,15.9,2,1,1
16582,531976,2010-11-10 12:27:00,14191.0,United Kingdom,117.0,60,5,2
17161,533326,2010-11-16 17:44:00,14192.0,United Kingdom,293.74,218,14,1
16373,531442,2010-11-08 12:31:00,14193.0,United Kingdom,356.8,208,22,1
1577,493739,2010-01-06 12:16:00,14194.0,United Kingdom,689.8199999999999,546,24,1
2181,495377,2010-01-24 13:36:00,14194.0,United Kingdom,475.0,198,26,2
3759,499900,2010-03-03 12:02:00,14194.0,United Kingdom,344.57,274,24,3
6325,506242,2010-04-28 13:12:00,14194.0,United Kingdom,376.70000000000005,178,17,4
6326,506244,2010-04-28 13:18:00,14194.0,United Kingdom,950.3100000000001,524,52,5
6328,506246,2010-04-28 13:23:00,14194.0,United Kingdom,379.92,248,19,6
7855,510442,2010-05-30 15:19:00,14194.0,United Kingdom,507.40999999999997,374,23,7
8228,511445,2010-06-08 12:27:00,14194.0,United Kingdom,609.89,284,39,8
8230,511447,2010-06-08 12:32:00,14194.0,United Kingdom,13.919999999999998,48,1,9
8231,511448,2010-06-08 12:33:00,14194.0,United Kingdom,24.4,4,2,10
10814,517864,2010-08-02 14:16:00,14194.0,United Kingdom,480.29,225,29,11
12237,521393,2010-09-05 15:27:00,14194.0,United Kingdom,1071.91,574,48,12
15708,529600,2010-10-29 09:43:00,14194.0,United Kingdom,884.35,509,42,13
16824,532550,2010-11-12 12:24:00,14194.0,United Kingdom,12.600000000000001,6,1,14
16825,532551,2010-11-12 12:26:00,14194.0,United Kingdom,499.98,205,26,15
4309,501303,2010-03-15 17:12:00,14195.0,United Kingdom,807.2,560,5,1
6745,507272,2010-05-07 12:41:00,14195.0,United Kingdom,75.0,60,1,2
6746,507273,2010-05-07 12:44:00,14195.0,United Kingdom,333.2,392,1,3
13329,523986,2010-09-26 14:06:00,14195.0,United Kingdom,388.2,372,2,4
15414,528789,2010-10-25 10:01:00,14197.0,United Kingdom,390.05,143,20,1
1541,493571,2010-01-05 10:07:00,14198.0,United Kingdom,135.25,23,8,1
3160,498153,2010-02-17 11:05:00,14198.0,United Kingdom,147.64000000000001,44,10,2
8707,512587,2010-06-16 15:55:00,14198.0,United Kingdom,186.06,68,11,3
11488,519627,2010-08-19 10:07:00,14198.0,United Kingdom,158.78,90,10,4
16140,530836,2010-11-04 13:50:00,14198.0,United Kingdom,240.6,108,13,5
9112,513612,2010-06-27 12:13:00,14199.0,United Kingdom,220.65,39,5,1
9671,514975,2010-07-07 12:50:00,14199.0,United Kingdom,102.0,8,1,2
14440,526486,2010-10-12 08:25:00,14199.0,United Kingdom,583.65,179,10,3
5187,503517,2010-04-01 13:01:00,14200.0,United Kingdom,379.2,140,21,1
6466,506570,2010-04-30 13:00:00,14201.0,United Kingdom,181.95,83,9,1
7261,508807,2010-05-18 12:59:00,14201.0,United Kingdom,102.0,24,1,2
15569,529190,2010-10-26 18:51:00,14201.0,United Kingdom,162.15,109,8,3
4779,502496,2010-03-25 10:36:00,14202.0,United Kingdom,241.20000000000002,68,8,1
7870,510486,2010-06-01 11:40:00,14202.0,United Kingdom,92.01,31,5,2
17777,534712,2010-11-23 17:13:00,14202.0,United Kingdom,514.55,67,16,3
16318,531351,2010-11-07 13:35:00,14203.0,United Kingdom,339.34,80,16,1
166,489822,2009-12-02 13:26:00,14204.0,United Kingdom,371.27000000000004,103,54,1
8896,513108,2010-06-21 16:04:00,14204.0,United Kingdom,351.6,229,84,2
14588,526867,2010-10-13 13:32:00,14204.0,United Kingdom,179.06,78,41,3
3946,500325,2010-03-07 12:20:00,14205.0,United Kingdom,232.65,267,16,1
6623,507026,2010-05-05 14:43:00,14205.0,United Kingdom,331.54999999999995,139,12,2
9315,514092,2010-06-30 12:06:00,14205.0,United Kingdom,156.5,158,9,3
10109,516156,2010-07-18 11:48:00,14205.0,United Kingdom,309.4,66,10,4
12459,521986,2010-09-10 10:34:00,14205.0,United Kingdom,309.3,210,19,5
16628,532058,2010-11-10 14:34:00,14205.0,United Kingdom,339.0,184,21,6
16630,532060,2010-11-10 14:37:00,14205.0,United Kingdom,269.1,114,12,7
15921,530264,2010-11-02 11:37:00,14206.0,United Kingdom,542.4499999999999,526,34,1
17167,533339,2010-11-16 18:20:00,14206.0,United Kingdom,314.4,128,17,2
2067,495078,2010-01-21 09:33:00,14207.0,United Kingdom,157.8,36,2,1
8070,511068,2010-06-06 13:11:00,14208.0,United Kingdom,415.31,415,25,1
2121,495243,2010-01-22 10:28:00,14209.0,United Kingdom,256.95,101,16,1
4202,501034,2010-03-11 18:46:00,14209.0,United Kingdom,335.4,124,15,2
6011,505498,2010-04-22 13:29:00,14209.0,United Kingdom,265.8,118,16,3
8216,511401,2010-06-08 11:38:00,14209.0,United Kingdom,343.45,135,16,4
10979,518275,2010-08-06 09:52:00,14209.0,United Kingdom,446.75,141,23,5
12574,522213,2010-09-13 12:05:00,14209.0,United Kingdom,334.34,242,22,6
13834,525063,2010-10-03 14:23:00,14209.0,United Kingdom,258.65,63,10,7
15964,530367,2010-11-02 16:06:00,14209.0,United Kingdom,499.55,85,16,8
17456,533990,2010-11-19 13:58:00,14209.0,United Kingdom,178.95000000000002,39,10,9
1572,493719,2010-01-06 10:17:00,14210.0,United Kingdom,627.91,303,38,1
4345,501449,2010-03-16 15:02:00,14210.0,United Kingdom,454.73,123,21,2
5614,504548,2010-04-14 12:40:00,14210.0,United Kingdom,364.68,166,20,3
7322,509000,2010-05-19 13:21:00,14210.0,United Kingdom,403.3,160,21,4
8260,511500,2010-06-08 14:44:00,14210.0,United Kingdom,324.64,146,20,5
9470,514481,2010-07-02 14:37:00,14210.0,United Kingdom,438.51,261,27,6
11340,519253,2010-08-15 15:33:00,14210.0,United Kingdom,324.86,174,17,7
11840,520419,2010-08-26 09:52:00,14210.0,United Kingdom,312.5,214,21,8
11841,520420,2010-08-26 09:53:00,14210.0,United Kingdom,25.200000000000003,12,1,9
13545,524407,2010-09-29 09:23:00,14210.0,United Kingdom,374.40000000000003,192,26,10
18719,536956,2010-12-03 12:43:00,14210.0,United Kingdom,304.95000000000005,93,15,11
737,491075,2009-12-09 12:48:00,14211.0,United Kingdom,187.8,112,8,1
2258,495677,2010-01-26 11:32:00,14211.0,United Kingdom,220.6,200,15,2
6282,506131,2010-04-27 14:56:00,14211.0,United Kingdom,405.06,225,28,3
8223,511438,2010-06-08 12:08:00,14211.0,United Kingdom,203.97,145,11,4
8904,513117,2010-06-22 09:37:00,14211.0,United Kingdom,281.18,168,21,5
8905,513118,2010-06-22 09:39:00,14211.0,United Kingdom,19.9,2,1,6
10698,517573,2010-07-30 09:42:00,14211.0,United Kingdom,312.5,185,22,7
15357,528676,2010-10-24 12:51:00,14211.0,United Kingdom,363.98,204,18,8
15358,528683,2010-10-24 12:54:00,14211.0,United Kingdom,166.2,92,4,9
12918,523033,2010-09-20 11:48:00,14212.0,United Kingdom,1119.6599999999999,894,12,1
15773,529803,2010-10-31 10:37:00,14213.0,United Kingdom,1192.2,244,5,1
613,490757,2009-12-08 09:35:00,14215.0,United Kingdom,425.59000000000003,221,20,1
2062,495072,2010-01-21 08:22:00,14215.0,United Kingdom,833.52,364,44,2
11837,520407,2010-08-26 09:31:00,14215.0,United Kingdom,201.5,238,14,3
18927,537423,2010-12-06 15:34:00,14215.0,United Kingdom,166.0,104,6,4
