,Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Date,Time,line_revenue
37709,492462,20749,ASSORTED COLOUR MINI CASES,1,2009-12-17 11:33:00,7.95,15862.0,United Kingdom,2009-12-17,11:33:00,7.95
37723,492472,84968A,S/16 VINTAGE ROSE CUTLERY,1,2009-12-17 11:38:00,12.75,15862.0,United Kingdom,2009-12-17,11:38:00,12.75
37724,492472,84968E,S/16 VINTAGE BLACK CUTLERY,1,2009-12-17 11:38:00,12.75,15862.0,United Kingdom,2009-12-17,11:38:00,12.75
37738,492472,21527,RETRO SPOT TRADITIONAL TEAPOT ,1,2009-12-17 11:38:00,7.95,15862.0,United Kingdom,2009-12-17,11:38:00,7.95
37744,492472,84680,CLASSICAL ROSE URN,1,2009-12-17 11:38:00,7.95,15862.0,United Kingdom,2009-12-17,11:38:00,7.95
37797,492484,20750, RED/WHITE DOT MINI CASES,1,2009-12-17 11:43:00,7.95,15862.0,United Kingdom,2009-12-17,11:43:00,7.95
37826,492516,21258,VICTORIAN SEWING BOX LARGE,2,2009-12-17 11:58:00,12.75,13448.0,United Kingdom,2009-12-17,11:58:00,25.5
37836,492517,22166,"WALL MIRROR , RECT DIAMANTE, PINK/",3,2009-12-17 11:59:00,7.95,17612.0,United Kingdom,2009-12-17,11:59:00,23.85
37837,492517,22167,"WALL MIRROR , DIAMANTE OVAL SHAPE",2,2009-12-17 11:59:00,9.95,17612.0,United Kingdom,2009-12-17,11:59:00,19.9
37867,492519,21781,MA CAMPAGNE CUTLERY BOX,8,2009-12-17 12:04:00,12.75,14543.0,United Kingdom,2009-12-17,12:04:00,102.0
37905,492522,22415,WHITE TISSUE REAM,1,2009-12-17 12:30:00,7.95,14051.0,United Kingdom,2009-12-17,12:30:00,7.95
37946,492527,37503,TEA TIME CAKE STAND IN GIFT BOX,5,2009-12-17 12:39:00,10.75,14040.0,United Kingdom,2009-12-17,12:39:00,53.75
37980,492529,84837,WHITE SWEETHEARTS CABINET 4 DRAWERS,1,2009-12-17 12:46:00,12.75,17377.0,United Kingdom,2009-12-17,12:46:00,12.75
38077,492537,21527,RETRO SPOT TRADITIONAL TEAPOT ,4,2009-12-17 13:15:00,7.95,16560.0,United Kingdom,2009-12-17,13:15:00,31.8
38083,492537,22236,CAKE STAND 3 TIER MAGIC GARDEN,1,2009-12-17 13:15:00,12.75,16560.0,United Kingdom,2009-12-17,13:15:00,12.75
38084,492537,22221,CAKE STAND LOVEBIRD 2 TIER PINK,2,2009-12-17 13:15:00,9.95,16560.0,United Kingdom,2009-12-17,13:15:00,19.9
38085,492537,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,2,2009-12-17 13:15:00,9.95,16560.0,United Kingdom,2009-12-17,13:15:00,19.9
38090,492537,21217,RED SPOTTY ROUND CAKE TINS,1,2009-12-17 13:15:00,9.95,16560.0,United Kingdom,2009-12-17,13:15:00,9.95
38094,492537,20749,ASSORTED COLOUR MINI CASES,2,2009-12-17 13:15:00,7.95,16560.0,United Kingdom,2009-12-17,13:15:00,15.9
38095,492537,20750, RED/WHITE DOT MINI CASES,2,2009-12-17 13:15:00,7.95,16560.0,United Kingdom,2009-12-17,13:15:00,15.9
38101,492537,21477,STRING OF 20 ROSE LIGHTS,1,2009-12-17 13:15:00,12.75,16560.0,United Kingdom,2009-12-17,13:15:00,12.75
38126,492540,37449,CERAMIC CAKE STAND + HANGING CAKES,2,2009-12-17 13:36:00,9.95,15005.0,United Kingdom,2009-12-17,13:36:00,19.9
38140,492540,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2009-12-17 13:36:00,7.95,15005.0,United Kingdom,2009-12-17,13:36:00,15.9
38145,492540,37500,TEA TIME TEAPOT IN GIFT BOX,1,2009-12-17 13:36:00,9.95,15005.0,United Kingdom,2009-12-17,13:36:00,9.95
38167,492542,21056,DOCTOR'S BAG SOFT TOY,1,2009-12-17 13:38:00,8.95,15889.0,United Kingdom,2009-12-17,13:38:00,8.95
38342,492571,21784,SHOE SHINE BOX ,4,2009-12-17 14:22:00,9.95,16439.0,United Kingdom,2009-12-17,14:22:00,39.8
38356,492579,21258,VICTORIAN SEWING BOX LARGE,1,2009-12-17 14:38:00,10.95,15311.0,United Kingdom,2009-12-17,14:38:00,10.95
38357,492579,22061,LARGE CAKE STAND  HANGING STRAWBERY,1,2009-12-17 14:38:00,8.5,15311.0,United Kingdom,2009-12-17,14:38:00,8.5
38383,492579,85121C,RETRO LAUNDRY TUB PISTACHIO,2,2009-12-17 14:38:00,8.5,15311.0,United Kingdom,2009-12-17,14:38:00,17.0
38403,492579,47570,ENGLISH ROSE TABLE CLOTH,2,2009-12-17 14:38:00,10.65,15311.0,United Kingdom,2009-12-17,14:38:00,21.3
38455,492585,90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,3,2009-12-17 15:26:00,9.95,14085.0,United Kingdom,2009-12-17,15:26:00,29.849999999999998
38461,492585,90196A,PURPLE GEMSTONE NECKLACE 45CM,3,2009-12-17 15:26:00,12.75,14085.0,United Kingdom,2009-12-17,15:26:00,38.25
38462,492585,90196B,BLACK GEMSTONE NECKLACE 45CM,3,2009-12-17 15:26:00,12.75,14085.0,United Kingdom,2009-12-17,15:26:00,38.25
38463,492585,90020,FILIGREE DIAMANTE CHAIN,3,2009-12-17 15:26:00,12.75,14085.0,United Kingdom,2009-12-17,15:26:00,38.25
38465,492585,90195B,BLACK GEMSTONE BRACELET,3,2009-12-17 15:26:00,8.95,14085.0,United Kingdom,2009-12-17,15:26:00,26.849999999999998
38466,492585,90195A,PURPLE GEMSTONE BRACELET,3,2009-12-17 15:26:00,8.95,14085.0,United Kingdom,2009-12-17,15:26:00,26.849999999999998
38467,492585,90178A,AMBER CHUNKY GLASS+BEAD NECKLACE,1,2009-12-17 15:26:00,11.95,14085.0,United Kingdom,2009-12-17,15:26:00,11.95
38472,492585,90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,1,2009-12-17 15:26:00,9.95,14085.0,United Kingdom,2009-12-17,15:26:00,9.95
38479,492585,84608,ORNATE EDWARDIAN CANDLE HOLDER,1,2009-12-17 15:26:00,7.95,14085.0,United Kingdom,2009-12-17,15:26:00,7.95
38482,492585,84600,NEW BAROQUE JEWELLERY BOX ,2,2009-12-17 15:26:00,7.95,14085.0,United Kingdom,2009-12-17,15:26:00,15.9
38486,492585,85065,CREAM SWEETHEART TRAYS,1,2009-12-17 15:26:00,12.75,14085.0,United Kingdom,2009-12-17,15:26:00,12.75
38488,492585,21659,GLASS CAKE STAND,1,2009-12-17 15:26:00,14.95,14085.0,United Kingdom,2009-12-17,15:26:00,14.95
38489,492585,37503,TEA TIME CAKE STAND IN GIFT BOX,1,2009-12-17 15:26:00,10.75,14085.0,United Kingdom,2009-12-17,15:26:00,10.75
38554,492591,85145,JARDIN ETCHED GLASS LARGE BELL JAR,16,2009-12-17 15:39:00,10.95,16661.0,United Kingdom,2009-12-17,15:39:00,175.2
38569,492592,21055,TOOL BOX SOFT TOY ,2,2009-12-17 15:41:00,8.95,17400.0,United Kingdom,2009-12-17,15:41:00,17.9
38570,492592,21056,DOCTOR'S BAG SOFT TOY,2,2009-12-17 15:41:00,8.95,17400.0,United Kingdom,2009-12-17,15:41:00,17.9
38571,492592,21054,NURSE'S BAG SOFT TOY,2,2009-12-17 15:41:00,8.95,17400.0,United Kingdom,2009-12-17,15:41:00,17.9
38622,492592,22192,BLUE DINER WALL CLOCK,1,2009-12-17 15:41:00,8.5,17400.0,United Kingdom,2009-12-17,15:41:00,8.5
38623,492592,22191,EAU DE NIL DINER WALL CLOCK,1,2009-12-17 15:41:00,8.5,17400.0,United Kingdom,2009-12-17,15:41:00,8.5
38630,492592,22415,WHITE TISSUE REAM,1,2009-12-17 15:41:00,7.95,17400.0,United Kingdom,2009-12-17,15:41:00,7.95
38756,492635,85066,CREAM SWEETHEART MINI CHEST,2,2009-12-17 16:18:00,12.75,17526.0,United Kingdom,2009-12-17,16:18:00,25.5
38757,492635,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,2,2009-12-17 16:18:00,9.95,17526.0,United Kingdom,2009-12-17,16:18:00,19.9
38758,492635,21765,HANGING METAL BIRD BATH,2,2009-12-17 16:18:00,7.95,17526.0,United Kingdom,2009-12-17,16:18:00,15.9
38770,492635,22236,CAKE STAND 3 TIER MAGIC GARDEN,1,2009-12-17 16:18:00,12.75,17526.0,United Kingdom,2009-12-17,16:18:00,12.75
38771,492635,22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",1,2009-12-17 16:18:00,12.75,17526.0,United Kingdom,2009-12-17,16:18:00,12.75
38772,492635,21303,FILIGREE WALL MIRROR  ANTIQUE WHITE,1,2009-12-17 16:18:00,16.95,17526.0,United Kingdom,2009-12-17,16:18:00,16.95
38773,492635,22215,CAKE STAND WHITE TWO TIER LACE,2,2009-12-17 16:18:00,8.5,17526.0,United Kingdom,2009-12-17,16:18:00,17.0
38781,492635,37503,TEA TIME CAKE STAND IN GIFT BOX,6,2009-12-17 16:18:00,10.75,17526.0,United Kingdom,2009-12-17,16:18:00,64.5
38782,492635,79072,TEATIME CAKE TIN WITH HANDLE,6,2009-12-17 16:18:00,9.95,17526.0,United Kingdom,2009-12-17,16:18:00,59.699999999999996
38819,492640,85168A,WHITE BAROQUE CARRIAGE CLOCK,1,2009-12-17 16:38:00,9.95,13077.0,United Kingdom,2009-12-17,16:38:00,9.95
38830,492641,21621,VINTAGE UNION JACK BUNTING,4,2009-12-17 16:43:00,8.5,13039.0,United Kingdom,2009-12-17,16:43:00,34.0
38833,492641,21843,RETRO SPOT CAKE STAND,1,2009-12-17 16:43:00,10.95,13039.0,United Kingdom,2009-12-17,16:43:00,10.95
38834,492641,21527,RETRO SPOT TRADITIONAL TEAPOT ,2,2009-12-17 16:43:00,7.95,13039.0,United Kingdom,2009-12-17,16:43:00,15.9
38836,492641,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,2,2009-12-17 16:43:00,9.95,13039.0,United Kingdom,2009-12-17,16:43:00,19.9
38840,492643,21777,RECIPE BOX WITH METAL HEART,2,2009-12-17 16:58:00,7.95,17576.0,United Kingdom,2009-12-17,16:58:00,15.9
38841,492643,84830,LARGE ENGLISH ARBORETUM,1,2009-12-17 16:58:00,16.95,17576.0,United Kingdom,2009-12-17,16:58:00,16.95
38902,492644,21217,RED SPOTTY ROUND CAKE TINS,1,2009-12-17 17:16:00,9.95,16200.0,United Kingdom,2009-12-17,17:16:00,9.95
38943,492650,M,Manual,1,2009-12-17 17:43:00,803.25,14911.0,EIRE,2009-12-17,17:43:00,803.25
38949,492652,22415,WHITE TISSUE REAM,2,2009-12-17 17:46:00,7.95,15428.0,United Kingdom,2009-12-17,17:46:00,15.9
39002,492659,85135B,BLUE DRAGONFLY HELICOPTER,1,2009-12-17 17:54:00,7.95,16720.0,United Kingdom,2009-12-17,17:54:00,7.95
39014,492659,21477,STRING OF 20 ROSE LIGHTS,1,2009-12-17 17:54:00,12.75,16720.0,United Kingdom,2009-12-17,17:54:00,12.75
39015,492659,22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",1,2009-12-17 17:54:00,12.75,16720.0,United Kingdom,2009-12-17,17:54:00,12.75
39090,492680,21258,VICTORIAN SEWING BOX LARGE,2,2009-12-17 18:20:00,12.75,14606.0,United Kingdom,2009-12-17,18:20:00,25.5
39092,492680,21527,RETRO SPOT TRADITIONAL TEAPOT ,1,2009-12-17 18:20:00,7.95,14606.0,United Kingdom,2009-12-17,18:20:00,7.95
39093,492680,37449,CERAMIC CAKE STAND + HANGING CAKES,2,2009-12-17 18:20:00,9.95,14606.0,United Kingdom,2009-12-17,18:20:00,19.9
39212,492705,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,1,2009-12-17 19:42:00,9.95,14702.0,United Kingdom,2009-12-17,19:42:00,9.95
39214,492705,22120,WELCOME  WOODEN BLOCK LETTERS,1,2009-12-17 19:42:00,9.95,14702.0,United Kingdom,2009-12-17,19:42:00,9.95
39261,492705,21737,SET 3 WICKER LOG BASKETS,2,2009-12-17 19:42:00,19.95,14702.0,United Kingdom,2009-12-17,19:42:00,39.9
39308,492708,22191,EAU DE NIL DINER WALL CLOCK,2,2009-12-18 09:16:00,8.5,16556.0,United Kingdom,2009-12-18,09:16:00,17.0
39383,492716,22193,RED DINER WALL CLOCK,2,2009-12-18 10:25:00,8.5,12708.0,Germany,2009-12-18,10:25:00,17.0
39388,492716,POST,POSTAGE,1,2009-12-18 10:25:00,18.0,12708.0,Germany,2009-12-18,10:25:00,18.0
39400,492720,21843,RETRO SPOT CAKE STAND,12,2009-12-18 10:50:00,10.95,16772.0,United Kingdom,2009-12-18,10:50:00,131.39999999999998
39403,492720,37503,TEA TIME CAKE STAND IN GIFT BOX,36,2009-12-18 10:50:00,9.95,16772.0,United Kingdom,2009-12-18,10:50:00,358.2
39404,492720,79072,TEATIME CAKE TIN WITH HANDLE,6,2009-12-18 10:50:00,9.95,16772.0,United Kingdom,2009-12-18,10:50:00,59.699999999999996
39409,492720,37449,CERAMIC CAKE STAND + HANGING CAKES,24,2009-12-18 10:50:00,8.5,16772.0,United Kingdom,2009-12-18,10:50:00,204.0
39424,492724,22236,CAKE STAND 3 TIER MAGIC GARDEN,24,2009-12-18 10:59:00,10.95,14646.0,Netherlands,2009-12-18,10:59:00,262.79999999999995
39427,492724,22282,12 EGG HOUSE PAINTED WOOD,8,2009-12-18 10:59:00,10.95,14646.0,Netherlands,2009-12-18,10:59:00,87.6
39443,492724,21843,RETRO SPOT CAKE STAND,24,2009-12-18 10:59:00,9.95,14646.0,Netherlands,2009-12-18,10:59:00,238.79999999999998
39481,492727,37503,TEA TIME CAKE STAND IN GIFT BOX,60,2009-12-18 11:10:00,9.45,16029.0,United Kingdom,2009-12-18,11:10:00,567.0
39486,492728,85065,CREAM SWEETHEART TRAYS,1,2009-12-18 11:18:00,12.75,15311.0,United Kingdom,2009-12-18,11:18:00,12.75
39508,492728,79072,TEATIME CAKE TIN WITH HANDLE,8,2009-12-18 11:18:00,8.95,15311.0,United Kingdom,2009-12-18,11:18:00,71.6
39525,492729,84712B,PINK JEWELLED PHOTO FRAME,2,2009-12-18 11:32:00,7.95,15911.0,United Kingdom,2009-12-18,11:32:00,15.9
39526,492729,85136A,YELLOW SHARK HELICOPTER,1,2009-12-18 11:32:00,7.95,15911.0,United Kingdom,2009-12-18,11:32:00,7.95
39550,492729,84838,ANT WHITE HIGH RISE BIRD BOX,2,2009-12-18 11:32:00,8.5,15911.0,United Kingdom,2009-12-18,11:32:00,17.0
39564,492730,44230,SQUARE MIRROR CURTAIN,5,2009-12-18 11:34:00,7.95,14083.0,United Kingdom,2009-12-18,11:34:00,39.75
39580,492732,47570,ENGLISH ROSE TABLE CLOTH,8,2009-12-18 11:59:00,10.65,16210.0,United Kingdom,2009-12-18,11:59:00,85.2
39582,492732,21843,RETRO SPOT CAKE STAND,24,2009-12-18 11:59:00,9.95,16210.0,United Kingdom,2009-12-18,11:59:00,238.79999999999998
39590,492733,22061,LARGE CAKE STAND  HANGING STRAWBERY,2,2009-12-18 12:03:00,9.95,16296.0,United Kingdom,2009-12-18,12:03:00,19.9
39613,492735,21217,RED SPOTTY ROUND CAKE TINS,4,2009-12-18 12:06:00,9.95,12921.0,United Kingdom,2009-12-18,12:06:00,39.8
39619,492735,37503,TEA TIME CAKE STAND IN GIFT BOX,4,2009-12-18 12:06:00,10.75,12921.0,United Kingdom,2009-12-18,12:06:00,43.0
39620,492735,85132A,CHARLIE + LOLA BISCUITS TINS,4,2009-12-18 12:06:00,9.95,12921.0,United Kingdom,2009-12-18,12:06:00,39.8
39629,492735,84564,6 SEGMENT COLOURED SNACK BOWL ,6,2009-12-18 12:06:00,7.95,12921.0,United Kingdom,2009-12-18,12:06:00,47.7
39633,492735,47570B,TEA TIME TABLE CLOTH,2,2009-12-18 12:06:00,10.65,12921.0,United Kingdom,2009-12-18,12:06:00,21.3
39636,492736,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2009-12-18 12:19:00,7.95,13921.0,United Kingdom,2009-12-18,12:19:00,15.9
39671,492737,22167,"WALL MIRROR , DIAMANTE OVAL SHAPE",2,2009-12-18 12:21:00,9.95,17243.0,United Kingdom,2009-12-18,12:21:00,19.9
39672,492738,47502,POLKADOT CUTLERY 24 PCS IN TRAY,10,2009-12-18 12:23:00,9.95,14527.0,United Kingdom,2009-12-18,12:23:00,99.5
39676,492738,84472,PINK AND LILAC QUILTED THROW ,1,2009-12-18 12:23:00,45.95,14527.0,United Kingdom,2009-12-18,12:23:00,45.95
39677,492738,84621,BLUE GINGHAM ROSE FLOOR CUSHION ,4,2009-12-18 12:23:00,7.95,14527.0,United Kingdom,2009-12-18,12:23:00,31.8
39678,492738,21781,MA CAMPAGNE CUTLERY BOX,1,2009-12-18 12:23:00,14.95,14527.0,United Kingdom,2009-12-18,12:23:00,14.95
39683,492738,79072,TEATIME CAKE TIN WITH HANDLE,3,2009-12-18 12:23:00,9.95,14527.0,United Kingdom,2009-12-18,12:23:00,29.849999999999998
39684,492738,21843,RETRO SPOT CAKE STAND,4,2009-12-18 12:23:00,10.95,14527.0,United Kingdom,2009-12-18,12:23:00,43.8
39685,492738,85164B,BLACK BAROQUE CUCKOO CLOCK,1,2009-12-18 12:23:00,12.75,14527.0,United Kingdom,2009-12-18,12:23:00,12.75
39691,492738,84968D,S/16 VINTAGE RED CUTLERY,2,2009-12-18 12:23:00,12.75,14527.0,United Kingdom,2009-12-18,12:23:00,25.5
39696,492738,20748,KENSINGTON COFFEE SET,1,2009-12-18 12:23:00,12.75,14527.0,United Kingdom,2009-12-18,12:23:00,12.75
39726,492738,37503,TEA TIME CAKE STAND IN GIFT BOX,12,2009-12-18 12:23:00,9.95,14527.0,United Kingdom,2009-12-18,12:23:00,119.39999999999999
39727,492738,21764,VINTAGE WOODEN PLATE RACK,1,2009-12-18 12:23:00,39.95,14527.0,United Kingdom,2009-12-18,12:23:00,39.95
39728,492738,20784,RED RETRO BAR STOOL,3,2009-12-18 12:23:00,39.95,14527.0,United Kingdom,2009-12-18,12:23:00,119.85000000000001
39731,492740,84968E,S/16 VINTAGE BLACK CUTLERY,48,2009-12-18 12:27:00,10.95,14063.0,United Kingdom,2009-12-18,12:27:00,525.5999999999999
39732,492740,84968A,S/16 VINTAGE ROSE CUTLERY,24,2009-12-18 12:27:00,10.95,14063.0,United Kingdom,2009-12-18,12:27:00,262.79999999999995
39733,492740,84968C,S/16 VINTAGE PISTACHIO CUTLERY,48,2009-12-18 12:27:00,10.95,14063.0,United Kingdom,2009-12-18,12:27:00,525.5999999999999
39734,492740,84968D,S/16 VINTAGE RED CUTLERY,48,2009-12-18 12:27:00,10.95,14063.0,United Kingdom,2009-12-18,12:27:00,525.5999999999999
39744,492742,21764,VINTAGE WOODEN PLATE RACK,2,2009-12-18 12:33:00,39.95,12455.0,Cyprus,2009-12-18,12:33:00,79.9
39745,492742,21768,WALL MOUNTED VINTAGE ORGANISER,1,2009-12-18 12:33:00,14.95,12455.0,Cyprus,2009-12-18,12:33:00,14.95
39746,492742,22172,METAL SHELF WITH RAIL ,2,2009-12-18 12:33:00,8.5,12455.0,Cyprus,2009-12-18,12:33:00,17.0
39747,492742,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,2009-12-18 12:33:00,8.5,12455.0,Cyprus,2009-12-18,12:33:00,17.0
39759,492742,21274,EMBOSSED HEART 3 DRAWER SHELF,1,2009-12-18 12:33:00,12.75,12455.0,Cyprus,2009-12-18,12:33:00,12.75
39761,492742,21780,MA CAMPAGNE 4 DRAWER WALL SHELF,1,2009-12-18 12:33:00,14.95,12455.0,Cyprus,2009-12-18,12:33:00,14.95
39763,492742,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,8,2009-12-18 12:33:00,9.95,12455.0,Cyprus,2009-12-18,12:33:00,79.6
39771,492742,85065,CREAM SWEETHEART TRAYS,1,2009-12-18 12:33:00,12.75,12455.0,Cyprus,2009-12-18,12:33:00,12.75
39773,492742,85121B,RETRO LAUNDRY TUB PINK,2,2009-12-18 12:33:00,8.5,12455.0,Cyprus,2009-12-18,12:33:00,17.0
39774,492742,85121C,RETRO LAUNDRY TUB PISTACHIO,2,2009-12-18 12:33:00,8.5,12455.0,Cyprus,2009-12-18,12:33:00,17.0
39781,492742,21303,FILIGREE WALL MIRROR  ANTIQUE WHITE,4,2009-12-18 12:33:00,14.75,12455.0,Cyprus,2009-12-18,12:33:00,59.0
39785,492742,21257,VICTORIAN SEWING BOX MEDIUM,2,2009-12-18 12:33:00,7.95,12455.0,Cyprus,2009-12-18,12:33:00,15.9
39793,492742,84907,PINK/YELLOW PATCH CUSHION COVER,4,2009-12-18 12:33:00,7.65,12455.0,Cyprus,2009-12-18,12:33:00,30.6
39807,492742,20749,ASSORTED COLOUR MINI CASES,2,2009-12-18 12:33:00,7.95,12455.0,Cyprus,2009-12-18,12:33:00,15.9
39826,492743,22275,WEEKEND BAG VINTAGE ROSE PAISLEY,4,2009-12-18 12:43:00,8.5,13995.0,United Kingdom,2009-12-18,12:43:00,34.0
39879,492747,20749,ASSORTED COLOUR MINI CASES,4,2009-12-18 13:03:00,7.95,17372.0,United Kingdom,2009-12-18,13:03:00,31.8
39880,492747,20750, RED/WHITE DOT MINI CASES,4,2009-12-18 13:03:00,7.95,17372.0,United Kingdom,2009-12-18,13:03:00,31.8
39891,492749,22120,WELCOME  WOODEN BLOCK LETTERS,3,2009-12-18 13:35:00,9.95,14911.0,EIRE,2009-12-18,13:35:00,29.849999999999998
39896,492749,21843,RETRO SPOT CAKE STAND,2,2009-12-18 13:35:00,10.95,14911.0,EIRE,2009-12-18,13:35:00,21.9
39897,492749,22180,RETRO SPOT LAMP,4,2009-12-18 13:35:00,9.95,14911.0,EIRE,2009-12-18,13:35:00,39.8
39898,492749,37503,TEA TIME CAKE STAND IN GIFT BOX,2,2009-12-18 13:35:00,10.75,14911.0,EIRE,2009-12-18,13:35:00,21.5
39899,492749,79072,TEATIME CAKE TIN WITH HANDLE,4,2009-12-18 13:35:00,9.95,14911.0,EIRE,2009-12-18,13:35:00,39.8
39902,492749,37449,CERAMIC CAKE STAND + HANGING CAKES,2,2009-12-18 13:35:00,9.95,14911.0,EIRE,2009-12-18,13:35:00,19.9
39903,492749,22060,LARGE CAKE STAND HANGING HEARTS,2,2009-12-18 13:35:00,9.95,14911.0,EIRE,2009-12-18,13:35:00,19.9
39904,492749,22061,LARGE CAKE STAND  HANGING STRAWBERY,2,2009-12-18 13:35:00,9.95,14911.0,EIRE,2009-12-18,13:35:00,19.9
39918,492749,21360,JOY LARGE WOOD LETTERS,2,2009-12-18 13:35:00,9.95,14911.0,EIRE,2009-12-18,13:35:00,19.9
39919,492749,21359,RELAX LARGE WOOD LETTERS,2,2009-12-18 13:35:00,15.95,14911.0,EIRE,2009-12-18,13:35:00,31.9
39920,492749,21780,MA CAMPAGNE 4 DRAWER WALL SHELF,2,2009-12-18 13:35:00,14.95,14911.0,EIRE,2009-12-18,13:35:00,29.9
39924,492749,22172,METAL SHELF WITH RAIL ,4,2009-12-18 13:35:00,8.5,14911.0,EIRE,2009-12-18,13:35:00,34.0
39926,492750,21217,RED SPOTTY ROUND CAKE TINS,2,2009-12-18 13:39:00,9.95,15768.0,United Kingdom,2009-12-18,13:39:00,19.9
39931,492750,82486,WOOD S/3 CABINET ANT WHITE FINISH,4,2009-12-18 13:39:00,7.95,15768.0,United Kingdom,2009-12-18,13:39:00,31.8
39932,492750,21777,RECIPE BOX WITH METAL HEART,2,2009-12-18 13:39:00,7.95,15768.0,United Kingdom,2009-12-18,13:39:00,15.9
39933,492750,21768,WALL MOUNTED VINTAGE ORGANISER,2,2009-12-18 13:39:00,14.95,15768.0,United Kingdom,2009-12-18,13:39:00,29.9
39936,492750,21257,VICTORIAN SEWING BOX MEDIUM,2,2009-12-18 13:39:00,7.95,15768.0,United Kingdom,2009-12-18,13:39:00,15.9
39938,492750,21781,MA CAMPAGNE CUTLERY BOX,2,2009-12-18 13:39:00,14.95,15768.0,United Kingdom,2009-12-18,13:39:00,29.9
39939,492750,85067,CREAM SWEETHEART WALL CABINET,2,2009-12-18 13:39:00,18.95,15768.0,United Kingdom,2009-12-18,13:39:00,37.9
39940,492750,21274,EMBOSSED HEART 3 DRAWER SHELF,2,2009-12-18 13:39:00,12.75,15768.0,United Kingdom,2009-12-18,13:39:00,25.5
39964,492751,35400,WOODEN BOX ADVENT CALENDAR ,1,2009-12-18 13:46:00,8.95,15768.0,United Kingdom,2009-12-18,13:46:00,8.95
39965,492751,22275,WEEKEND BAG VINTAGE ROSE PAISLEY,1,2009-12-18 13:46:00,8.5,15768.0,United Kingdom,2009-12-18,13:46:00,8.5
39971,492751,47570B,TEA TIME TABLE CLOTH,2,2009-12-18 13:46:00,10.65,15768.0,United Kingdom,2009-12-18,13:46:00,21.3
39998,492753,21217,RED SPOTTY ROUND CAKE TINS,3,2009-12-18 13:48:00,9.95,14156.0,EIRE,2009-12-18,13:48:00,29.849999999999998
40000,492753,21843,RETRO SPOT CAKE STAND,4,2009-12-18 13:48:00,10.95,14156.0,EIRE,2009-12-18,13:48:00,43.8
40010,492753,37503,TEA TIME CAKE STAND IN GIFT BOX,4,2009-12-18 13:48:00,10.75,14156.0,EIRE,2009-12-18,13:48:00,43.0
40067,492761,22283,6 EGG HOUSE PAINTED WOOD,2,2009-12-18 14:22:00,7.95,14911.0,EIRE,2009-12-18,14:22:00,15.9
40068,492761,21257,VICTORIAN SEWING BOX MEDIUM,4,2009-12-18 14:22:00,7.95,14911.0,EIRE,2009-12-18,14:22:00,31.8
40070,492761,22275,WEEKEND BAG VINTAGE ROSE PAISLEY,2,2009-12-18 14:22:00,8.5,14911.0,EIRE,2009-12-18,14:22:00,17.0
40081,492761,85132C,CHARLIE AND LOLA FIGURES TINS,1,2009-12-18 14:22:00,9.95,14911.0,EIRE,2009-12-18,14:22:00,9.95
40082,492761,85132A,CHARLIE + LOLA BISCUITS TINS,1,2009-12-18 14:22:00,9.95,14911.0,EIRE,2009-12-18,14:22:00,9.95
40085,492761,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,8,2009-12-18 14:22:00,7.95,14911.0,EIRE,2009-12-18,14:22:00,63.6
40091,492761,37503,TEA TIME CAKE STAND IN GIFT BOX,12,2009-12-18 14:22:00,9.95,14911.0,EIRE,2009-12-18,14:22:00,119.39999999999999
40092,492761,21843,RETRO SPOT CAKE STAND,2,2009-12-18 14:22:00,10.95,14911.0,EIRE,2009-12-18,14:22:00,21.9
40116,492762,21527,RETRO SPOT TRADITIONAL TEAPOT ,1,2009-12-18 14:23:00,7.95,14031.0,United Kingdom,2009-12-18,14:23:00,7.95
40120,492762,21843,RETRO SPOT CAKE STAND,2,2009-12-18 14:23:00,10.95,14031.0,United Kingdom,2009-12-18,14:23:00,21.9
40131,492763,84813,SET OF 4 DIAMOND NAPKIN RINGS,2,2009-12-18 14:28:00,12.75,17028.0,United Kingdom,2009-12-18,14:28:00,25.5
40152,492764,21359,RELAX LARGE WOOD LETTERS,1,2009-12-18 14:31:00,15.95,16222.0,United Kingdom,2009-12-18,14:31:00,15.95
40157,492764,22191,EAU DE NIL DINER WALL CLOCK,2,2009-12-18 14:31:00,8.5,16222.0,United Kingdom,2009-12-18,14:31:00,17.0
40158,492764,22193,RED DINER WALL CLOCK,2,2009-12-18 14:31:00,8.5,16222.0,United Kingdom,2009-12-18,14:31:00,17.0
40173,492765,22120,WELCOME  WOODEN BLOCK LETTERS,3,2009-12-18 14:54:00,9.95,13855.0,United Kingdom,2009-12-18,14:54:00,29.849999999999998
